chr22	22901300	22901302	IGLC2	576	+	ENSG00000211677.2	IG_C_gene	53	2.8,11.06,1.603,5.863,6.985,0.502,4.071,0.127,0.124,0.132,0.106,0.141,0.186,0.123,0.209,0.125,0.139,0.14,0.199,0.207,18.701,84.604,0.114,17.887,8.459,1.068,315.775,0.662,24.329,0.703,36.235,0.807,0.646,3.681,14.041,101.231,539.963,0.325,1.912,2.392,2.313,2.061,7.664,1.802,0.86,331.736,1219.92,109.959,0.357,3.913,3.085,8.354,43.516,
chr22	22901315	22901317	IGLC2	576	+	ENSG00000211677.2	IG_C_gene	53	2.8,11.06,1.603,5.863,6.985,0.502,4.071,0.127,0.124,0.132,0.106,0.141,0.186,0.123,0.209,0.125,0.139,0.14,0.199,0.207,18.701,84.604,0.114,17.887,8.459,1.068,315.775,0.662,24.329,0.703,36.235,0.807,0.646,3.681,14.041,101.231,539.963,0.325,1.912,2.392,2.313,2.061,7.664,1.802,0.86,331.736,1219.92,109.959,0.357,3.913,3.085,8.354,43.516,
chr22	22901318	22901320	IGLC2	576	+	ENSG00000211677.2	IG_C_gene	53	2.8,11.06,1.603,5.863,6.985,0.502,4.071,0.127,0.124,0.132,0.106,0.141,0.186,0.123,0.209,0.125,0.139,0.14,0.199,0.207,18.701,84.604,0.114,17.887,8.459,1.068,315.775,0.662,24.329,0.703,36.235,0.807,0.646,3.681,14.041,101.231,539.963,0.325,1.912,2.392,2.313,2.061,7.664,1.802,0.86,331.736,1219.92,109.959,0.357,3.913,3.085,8.354,43.516,
chr22	22901371	22901373	IGLC2	576	+	ENSG00000211677.2	IG_C_gene	53	2.8,11.06,1.603,5.863,6.985,0.502,4.071,0.127,0.124,0.132,0.106,0.141,0.186,0.123,0.209,0.125,0.139,0.14,0.199,0.207,18.701,84.604,0.114,17.887,8.459,1.068,315.775,0.662,24.329,0.703,36.235,0.807,0.646,3.681,14.041,101.231,539.963,0.325,1.912,2.392,2.313,2.061,7.664,1.802,0.86,331.736,1219.92,109.959,0.357,3.913,3.085,8.354,43.516,
chr22	22901394	22901396	IGLC2	576	+	ENSG00000211677.2	IG_C_gene	53	2.8,11.06,1.603,5.863,6.985,0.502,4.071,0.127,0.124,0.132,0.106,0.141,0.186,0.123,0.209,0.125,0.139,0.14,0.199,0.207,18.701,84.604,0.114,17.887,8.459,1.068,315.775,0.662,24.329,0.703,36.235,0.807,0.646,3.681,14.041,101.231,539.963,0.325,1.912,2.392,2.313,2.061,7.664,1.802,0.86,331.736,1219.92,109.959,0.357,3.913,3.085,8.354,43.516,
chr22	22901400	22901402	IGLC2	576	+	ENSG00000211677.2	IG_C_gene	53	2.8,11.06,1.603,5.863,6.985,0.502,4.071,0.127,0.124,0.132,0.106,0.141,0.186,0.123,0.209,0.125,0.139,0.14,0.199,0.207,18.701,84.604,0.114,17.887,8.459,1.068,315.775,0.662,24.329,0.703,36.235,0.807,0.646,3.681,14.041,101.231,539.963,0.325,1.912,2.392,2.313,2.061,7.664,1.802,0.86,331.736,1219.92,109.959,0.357,3.913,3.085,8.354,43.516,
chr22	22901404	22901406	IGLC2	576	+	ENSG00000211677.2	IG_C_gene	53	2.8,11.06,1.603,5.863,6.985,0.502,4.071,0.127,0.124,0.132,0.106,0.141,0.186,0.123,0.209,0.125,0.139,0.14,0.199,0.207,18.701,84.604,0.114,17.887,8.459,1.068,315.775,0.662,24.329,0.703,36.235,0.807,0.646,3.681,14.041,101.231,539.963,0.325,1.912,2.392,2.313,2.061,7.664,1.802,0.86,331.736,1219.92,109.959,0.357,3.913,3.085,8.354,43.516,
chr22	22906553	22906555	IGLC3	581	+	ENSG00000211679.2	IG_C_gene	53	2.87,9.59,2.128,5.768,8.046,0.551,3.134,0.119,0.148,0.167,0.136,0.167,0.19,0.124,0.225,0.142,0.17,0.21,0.307,0.174,14.084,71.959,0.167,14.44,8.718,1.25,378.883,0.788,29.151,0.861,54.374,1.02,0.787,7.733,18.053,110.181,620.526,0.405,2.075,3.1,2.817,2.33,7.835,1.734,0.813,349.249,1206.76,139.468,0.389,4.616,3.648,9.314,42.38,
chr22	22906587	22906589	IGLC3	581	+	ENSG00000211679.2	IG_C_gene	53	2.87,9.59,2.128,5.768,8.046,0.551,3.134,0.119,0.148,0.167,0.136,0.167,0.19,0.124,0.225,0.142,0.17,0.21,0.307,0.174,14.084,71.959,0.167,14.44,8.718,1.25,378.883,0.788,29.151,0.861,54.374,1.02,0.787,7.733,18.053,110.181,620.526,0.405,2.075,3.1,2.817,2.33,7.835,1.734,0.813,349.249,1206.76,139.468,0.389,4.616,3.648,9.314,42.38,
chr22	22906591	22906593	IGLC3	581	+	ENSG00000211679.2	IG_C_gene	53	2.87,9.59,2.128,5.768,8.046,0.551,3.134,0.119,0.148,0.167,0.136,0.167,0.19,0.124,0.225,0.142,0.17,0.21,0.307,0.174,14.084,71.959,0.167,14.44,8.718,1.25,378.883,0.788,29.151,0.861,54.374,1.02,0.787,7.733,18.053,110.181,620.526,0.405,2.075,3.1,2.817,2.33,7.835,1.734,0.813,349.249,1206.76,139.468,0.389,4.616,3.648,9.314,42.38,
